seed,n,lambda,events,joint_entries,factored_entries,storage_ratio,oracle_utility,source_scheme,environment_index,evidence_stream,driver_reject_penalty,tracker,utility,max_tv,update_wallclock_s,wallclock,mean_update_us,p95_update_us,peak_mem_bytes,peak_mem,belief_entries,snapshots,assignments,served,driver_rejects,passenger_rejects,sampling_rng_seed
7,6,0.5,70,16777216,96,174762.66666666666,-23.09,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-51.209999999999994,nan,0.0005123,0.0005123,7.318571428571428,10.3,768,768,96,37,70,20,44,6,170507
8,6,0.5,91,16777216,96,174762.66666666666,-73.69,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-115.97,nan,0.0006955,0.0006955,7.642857142857143,11.8,768,768,96,56,86,13,70,3,170508
9,6,0.5,48,16777216,96,174762.66666666666,38.52,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,factored,23.28,nan,0.00035,0.00035,7.291666666666667,9.865,768,768,96,29,48,26,13,9,170509
0,6,1.0,50,16777216,96,174762.66666666666,16.11,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-7.220000000000001,nan,0.0003696,0.0003696,7.392,10.579999999999995,768,768,96,27,50,18,16,16,171000
1,6,1.0,61,16777216,96,174762.66666666666,12.939999999999994,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-17.53,nan,0.0004314,0.0004314,7.0721311475409845,10.6,768,768,96,43,61,18,19,24,171001
2,6,1.0,50,16777216,96,174762.66666666666,18.439999999999998,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-2.790000000000005,nan,0.0003709,0.0003709,7.417999999999998,10.254999999999999,768,768,96,31,50,23,19,8,171002
3,6,1.0,53,16777216,96,174762.66666666666,11.389999999999997,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-16.49,nan,0.0004013,0.0004013,7.571698113207549,10.959999999999999,768,768,96,33,54,19,19,16,171003
4,6,1.0,74,16777216,96,174762.66666666666,-28.390000000000008,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-45.34,nan,0.0004816,0.0004816,6.508108108108108,7.7399999999999975,768,768,96,46,71,22,38,11,171004
5,6,1.0,63,16777216,96,174762.66666666666,-8.340000000000003,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-23.62,nan,0.0006352,0.0006352,10.082539682539684,19.43,768,768,96,38,64,22,24,18,171005
6,6,1.0,70,16777216,96,174762.66666666666,-11.490000000000007,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-35.190000000000005,nan,0.0004863,0.0004863,6.947142857142858,10.91,768,768,96,37,68,21,36,11,171006
7,6,1.0,70,16777216,96,174762.66666666666,-30.93,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-58.29,nan,0.0005243,0.0005243,7.490000000000001,9.065,768,768,96,37,70,17,46,7,171007
8,6,1.0,91,16777216,96,174762.66666666666,-75.49000000000001,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-97.11,nan,0.0011926,0.0011926,13.105494505494507,29.0,768,768,96,56,86,17,64,5,171008
9,6,1.0,48,16777216,96,174762.66666666666,30.759999999999998,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,factored,13.360000000000003,nan,0.0007583,0.0007583,15.797916666666666,23.825,768,768,96,29,48,24,15,9,171009
0,8,0.0,56,4294967296,128,33554432.0,52.48999999999999,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,factored,33.55999999999999,nan,0.0005895,0.0005895,10.526785714285714,24.099999999999998,1024,1024,128,39,56,31,10,15,190000
1,8,0.0,62,4294967296,128,33554432.0,36.74,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,factored,12.189999999999998,nan,0.0004307,0.0004307,6.946774193548387,9.78,1024,1024,128,40,62,23,16,23,190001
2,8,0.0,49,4294967296,128,33554432.0,73.80000000000001,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,factored,47.81000000000002,nan,0.0003501,0.0003501,7.144897959183673,9.959999999999999,1024,1024,128,32,49,33,9,7,190002
3,8,0.0,54,4294967296,128,33554432.0,50.35000000000001,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,factored,38.57,nan,0.0004506,0.0004506,8.344444444444443,14.239999999999975,1024,1024,128,35,54,31,6,17,190003
4,8,0.0,83,4294967296,128,33554432.0,-21.64,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-43.84,nan,0.0006025,0.0006025,7.259036144578313,12.039999999999985,1024,1024,128,45,76,24,43,9,190004
5,8,0.0,75,4294967296,128,33554432.0,46.96000000000002,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,factored,43.310000000000024,nan,0.000573,0.000573,7.639999999999999,9.83,1024,1024,128,52,75,45,17,13,190005
6,8,0.0,60,4294967296,128,33554432.0,37.45,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,factored,17.710000000000008,nan,0.0004292,0.0004292,7.153333333333332,13.4,1024,1024,128,32,61,28,20,13,190006
7,8,0.0,66,4294967296,128,33554432.0,37.42,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,factored,28.73,nan,0.0005258,0.0005258,7.966666666666666,17.0,1024,1024,128,36,64,34,24,6,190007
8,8,0.0,99,4294967296,128,33554432.0,-16.770000000000003,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-35.449999999999996,nan,0.0007191,0.0007191,7.263636363636364,13.82,1024,1024,128,64,92,31,53,8,190008
9,8,0.0,52,4294967296,128,33554432.0,92.39999999999999,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,factored,66.47999999999999,nan,0.0003656,0.0003656,7.03076923076923,9.604999999999995,1024,1024,128,31,52,38,8,6,190009
0,8,0.5,56,4294967296,128,33554432.0,34.12,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-3.129999999999999,nan,0.0004887,0.0004887,8.726785714285715,14.9,1024,1024,128,39,56,24,17,15,190500
1,8,0.5,62,4294967296,128,33554432.0,43.09000000000001,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,factored,3.8000000000000007,nan,0.0004755,0.0004755,7.669354838709676,11.589999999999998,1024,1024,128,40,62,25,21,16,190501
2,8,0.5,49,4294967296,128,33554432.0,64.61000000000001,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,factored,18.94,nan,0.0003488,0.0003488,7.118367346938775,11.419999999999996,1024,1024,128,32,49,27,12,10,190502
3,8,0.5,54,4294967296,128,33554432.0,54.57000000000001,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,factored,13.690000000000001,nan,0.0004353,0.0004353,8.061111111111112,13.039999999999997,1024,1024,128,35,54,26,11,17,190503
4,8,0.5,83,4294967296,128,33554432.0,-22.63999999999999,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-70.43,nan,0.0005917,0.0005917,7.128915662650603,10.449999999999996,1024,1024,128,45,76,19,50,7,190504
5,8,0.5,75,4294967296,128,33554432.0,16.969999999999995,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-20.34,nan,0.0009955,0.0009955,13.273333333333333,29.039999999999985,1024,1024,128,52,75,29,29,17,190505
6,8,0.5,60,4294967296,128,33554432.0,30.460000000000008,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-5.279999999999998,nan,0.0005271,0.0005271,8.784999999999998,17.509999999999998,1024,1024,128,32,61,25,28,8,190506
7,8,0.5,66,4294967296,128,33554432.0,8.700000000000008,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-54.88,nan,0.0004385,0.0004385,6.643939393939394,9.55,1024,1024,128,36,64,17,43,4,190507
8,8,0.5,99,4294967296,128,33554432.0,-47.68000000000001,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-86.05,nan,0.0007631,0.0007631,7.708080808080808,13.41,1024,1024,128,64,92,22,64,6,190508
9,8,0.5,52,4294967296,128,33554432.0,81.14999999999999,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,factored,36.74,nan,0.0004083,0.0004083,7.851923076923077,14.049999999999986,1024,1024,128,31,52,31,11,10,190509
0,8,1.0,56,4294967296,128,33554432.0,30.639999999999993,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-6.9999999999999964,nan,0.0005036,0.0005036,8.992857142857144,17.875,1024,1024,128,39,56,22,17,17,191000
1,8,1.0,62,4294967296,128,33554432.0,24.15,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-14.960000000000004,nan,0.0004846,0.0004846,7.816129032258065,12.839999999999995,1024,1024,128,40,62,20,24,18,191001
2,8,1.0,49,4294967296,128,33554432.0,58.61,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,factored,16.200000000000003,nan,0.0003512,0.0003512,7.16734693877551,11.079999999999998,1024,1024,128,32,49,27,14,8,191002
3,8,1.0,54,4294967296,128,33554432.0,30.17,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,factored,4.769999999999999,nan,0.0005207,0.0005207,9.642592592592594,12.579999999999997,1024,1024,128,35,54,25,12,17,191003
4,8,1.0,83,4294967296,128,33554432.0,-32.34,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-61.03,nan,0.0006697,0.0006697,8.068674698795181,12.929999999999994,1024,1024,128,45,76,19,47,10,191004
5,8,1.0,75,4294967296,128,33554432.0,10.799999999999995,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-5.580000000000002,nan,0.0006306,0.0006306,8.408,14.379999999999988,1024,1024,128,52,75,29,21,25,191005
6,8,1.0,60,4294967296,128,33554432.0,26.099999999999998,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-1.8199999999999927,nan,0.0004311,0.0004311,7.1850000000000005,10.704999999999998,1024,1024,128,32,61,25,25,11,191006
7,8,1.0,66,4294967296,128,33554432.0,5.370000000000003,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-17.23,nan,0.0005264,0.0005264,7.975757575757576,11.85,1024,1024,128,36,64,24,31,9,191007
8,8,1.0,99,4294967296,128,33554432.0,-51.26,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-92.81,nan,0.0008439,0.0008439,8.524242424242424,15.169999999999996,1024,1024,128,64,92,18,62,12,191008
9,8,1.0,52,4294967296,128,33554432.0,73.77,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,factored,23.28000000000001,nan,0.0004314,0.0004314,8.296153846153846,13.664999999999983,1024,1024,128,31,52,28,17,7,191009
