model,alpha,seed,algorithm,episode,instant_regret,cumulative_regret,chosen_action,oracle_action,chosen_welfare,oracle_welfare,posterior_true_mass,true_types
analytic-mixed,0.0,40000,joint_psrl_coupled,3,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.71195545187623,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,4,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.8224631817756501,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,5,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.8905547145813963,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,6,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9311097842959464,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,7,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9553697253395825,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,8,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9702427820880004,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,9,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9796611588342291,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,10,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9858230562598765,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,11,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9899719696617079,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,12,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9928312563937276,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,13,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9948370658194667,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,14,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9962625457840488,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,15,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9972849849174984,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,16,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9980230576620414,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,17,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9985582009306855,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,18,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9989473682748701,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,19,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9992309481721255,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,20,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.999437866736169,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,21,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9995889840007995,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,22,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9996994144367991,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,23,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9997801446754935,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,24,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9998391781282654,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,25,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9998823534788787,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,26,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999139343103521,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,27,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999370360233318,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,28,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999539360135676,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,29,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999662995556874,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,30,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999753445572293,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,31,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999819618510414,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,32,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.999986803085431,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,33,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999903449694183,3|2|3
