config_id,config_label,domain,backbone,seed,method,episode,instant_regret,cumulative_regret,chosen_action,oracle_action,objective_value,oracle_value,posterior_true_mass,true_types,n_agents,type_count,factored_storage,joint_storage
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,19,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,20,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,atom_tom1,1,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,atom_tom1,2,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,atom_tom1,3,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,atom_tom1,4,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,atom_tom1,5,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,atom_tom1,6,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,atom_tom1,7,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,atom_tom1,8,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,atom_tom1,9,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,atom_tom1,10,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
