cell,gap,target_information,turns,batch,mean_root_lr
2,1,1.0,285,98,0.33690756078664824
2,1,1.0,285,99,0.32640987302248664
2,1,1.0,285,100,0.36839220454150395
2,1,1.0,285,101,0.35165758814980325
2,1,1.0,285,102,0.41566371794318174
2,1,1.0,285,103,0.32719933223588393
2,1,1.0,285,104,0.39256246582963633
2,1,1.0,285,105,0.3853364267606102
2,1,1.0,285,106,0.395493697264321
2,1,1.0,285,107,0.39123898387609257
2,1,1.0,285,108,0.3167318607643206
2,1,1.0,285,109,0.3433278549929921
2,1,1.0,285,110,0.3645411636752749
2,1,1.0,285,111,0.37652407832296614
2,1,1.0,285,112,0.3520628218161777
2,1,1.0,285,113,0.3633065789534774
2,1,1.0,285,114,0.3557506588227855
2,1,1.0,285,115,0.3410925527358469
2,1,1.0,285,116,0.3935061871429173
2,1,1.0,285,117,0.3458948580592428
2,1,1.0,285,118,0.39839066471686013
2,1,1.0,285,119,0.316661702832479
2,1,1.0,285,120,0.36945185088848825
2,1,1.0,285,121,0.343264655054803
2,1,1.0,285,122,0.3680927732582438
2,1,1.0,285,123,0.3528179018711446
2,1,1.0,285,124,0.4114283495704886
2,1,1.0,285,125,0.35890324724219136
2,1,1.0,285,126,0.40356606258770944
2,1,1.0,285,127,0.3531949804394809
2,1,1.0,285,128,0.40400889156090203
2,1,1.0,285,129,0.3695458044139527
2,1,1.0,285,130,0.3518675073545704
2,1,1.0,285,131,0.33291691142387936
2,1,1.0,285,132,0.3907636983900829
2,1,1.0,285,133,0.35347375552857524
2,1,1.0,285,134,0.35984066072019266
2,1,1.0,285,135,0.3554575736264237
2,1,1.0,285,136,0.34540527055619763
2,1,1.0,285,137,0.357864760993812
2,1,1.0,285,138,0.4056690937174695
2,1,1.0,285,139,0.37074009126522434
2,1,1.0,285,140,0.3158356439010523
2,1,1.0,285,141,0.34073910051221484
2,1,1.0,285,142,0.4032950520201324
2,1,1.0,285,143,0.3511293864211734
2,1,1.0,285,144,0.4170437382135269
2,1,1.0,285,145,0.3304535974276672
2,1,1.0,285,146,0.384223588977977
2,1,1.0,285,147,0.38800180137815843
2,1,1.0,285,148,0.38186017244984394
2,1,1.0,285,149,0.3979108679836669
2,1,1.0,285,150,0.41928546710857834
2,1,1.0,285,151,0.38801566399076926
2,1,1.0,285,152,0.3337613390931491
2,1,1.0,285,153,0.3790393226890835
2,1,1.0,285,154,0.3643177051937914
2,1,1.0,285,155,0.3900009195433991
2,1,1.0,285,156,0.35360744664871846
2,1,1.0,285,157,0.381327796981983
2,1,1.0,285,158,0.3784702558915659
2,1,1.0,285,159,0.4003479871079117
2,1,1.0,285,160,0.3708498286317523
2,1,1.0,285,161,0.3529174112147137
2,1,1.0,285,162,0.4230820090229435
2,1,1.0,285,163,0.336772701429941
2,1,1.0,285,164,0.3926673469358134
2,1,1.0,285,165,0.3472373309717359
2,1,1.0,285,166,0.3529455985820385
2,1,1.0,285,167,0.36730414714498794
2,1,1.0,285,168,0.4304863568743735
2,1,1.0,285,169,0.38194950027594593
2,1,1.0,285,170,0.3371289454283999
2,1,1.0,285,171,0.38836813388575275
2,1,1.0,285,172,0.4130561918858521
2,1,1.0,285,173,0.37058690368690284
2,1,1.0,285,174,0.3346576796148414
2,1,1.0,285,175,0.3594666605022853
2,1,1.0,285,176,0.40291299427434035
2,1,1.0,285,177,0.39102417795816213
2,1,1.0,285,178,0.3949230116605321
2,1,1.0,285,179,0.45683069705399304
2,1,1.0,285,180,0.3911163334499323
2,1,1.0,285,181,0.3693316026931591
2,1,1.0,285,182,0.36456296785124576
2,1,1.0,285,183,0.3587474645407102
2,1,1.0,285,184,0.35858781223085984
2,1,1.0,285,185,0.351410092388963
2,1,1.0,285,186,0.36068349518227255
2,1,1.0,285,187,0.408216944191051
2,1,1.0,285,188,0.34846643610898603
2,1,1.0,285,189,0.3736643187900055
2,1,1.0,285,190,0.4070652861501068
2,1,1.0,285,191,0.38294223795772586
2,1,1.0,285,192,0.3785123136521762
2,1,1.0,285,193,0.31935059229237445
2,1,1.0,285,194,0.4036666649852882
2,1,1.0,285,195,0.3270076402584521
2,1,1.0,285,196,0.3955796078332401
2,1,1.0,285,197,0.36190998280994563
2,1,1.0,285,198,0.36082945412979445
2,1,1.0,285,199,0.3010281682162749
3,1,1.5,427,0,0.21514143949685627
3,1,1.5,427,1,0.20247778455158863
3,1,1.5,427,2,0.20196496963598304
3,1,1.5,427,3,0.22394499654317598
3,1,1.5,427,4,0.19314139674195033
3,1,1.5,427,5,0.19204906575741068
3,1,1.5,427,6,0.19330622732175973
3,1,1.5,427,7,0.21027213778272918
3,1,1.5,427,8,0.2175250381514359
3,1,1.5,427,9,0.19345216511772628
3,1,1.5,427,10,0.20363172411120103
3,1,1.5,427,11,0.2390222381894426
3,1,1.5,427,12,0.21105649941770885
3,1,1.5,427,13,0.1999599604120733
3,1,1.5,427,14,0.27585696424375306
3,1,1.5,427,15,0.28144015073901135
3,1,1.5,427,16,0.22709823371030383
3,1,1.5,427,17,0.22084646110712558
3,1,1.5,427,18,0.28330246433101824
3,1,1.5,427,19,0.28131714852055195
3,1,1.5,427,20,0.23084307629960243
3,1,1.5,427,21,0.23041011478844764
3,1,1.5,427,22,0.24710383700014646
3,1,1.5,427,23,0.2169369513739943
3,1,1.5,427,24,0.2208031244681643
3,1,1.5,427,25,0.23040145392510727
3,1,1.5,427,26,0.22382710624609667
3,1,1.5,427,27,0.3193630718211812
3,1,1.5,427,28,0.20905239601544057
3,1,1.5,427,29,0.2092546418953881
3,1,1.5,427,30,0.21638097597177222
3,1,1.5,427,31,0.19861541657310902
3,1,1.5,427,32,0.2642718243384686
3,1,1.5,427,33,0.2235129227793634
3,1,1.5,427,34,0.2194572923307878
3,1,1.5,427,35,0.24538520910631914
3,1,1.5,427,36,0.2555086494156491
3,1,1.5,427,37,0.20665141509633395
3,1,1.5,427,38,0.1782072184940851
3,1,1.5,427,39,0.2355055979174521
3,1,1.5,427,40,0.1987827557115283
3,1,1.5,427,41,0.2200291921627786
3,1,1.5,427,42,0.23420224911509005
3,1,1.5,427,43,0.24093996422863767
3,1,1.5,427,44,0.22250363619415578
3,1,1.5,427,45,0.18735638519853354
3,1,1.5,427,46,0.1939264125077463
3,1,1.5,427,47,0.2298251717324556
3,1,1.5,427,48,0.2694679147956433
3,1,1.5,427,49,0.20679300010936777
3,1,1.5,427,50,0.2720349988534516
3,1,1.5,427,51,0.17890798102935776
3,1,1.5,427,52,0.22771627856917115
3,1,1.5,427,53,0.2581469339533182
3,1,1.5,427,54,0.19790201185990325
3,1,1.5,427,55,0.2743358914340419
3,1,1.5,427,56,0.2190499191929082
3,1,1.5,427,57,0.21321813210152418
3,1,1.5,427,58,0.2363572828981392
3,1,1.5,427,59,0.22991951340250924
3,1,1.5,427,60,0.17274135632729165
3,1,1.5,427,61,0.1972062416661588
