experiment,model,family,algorithm,episode_k,n_seeds,cumulative_regret_mean,cumulative_regret_std,cumulative_regret_sem,instant_regret_mean,source
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,random,16,5,22.832,4.896495686,2.189779441,1.73,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,random,17,5,23.932,5.302421145,2.371314825,1.1,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,random,18,5,25.242,5.47639206,2.449116984,1.31,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,random,19,5,26.58,5.663377967,2.532739623,1.338,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,random,20,5,28.266,5.728946675,2.562062841,1.686,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,1,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,2,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,3,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,4,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,5,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,6,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,7,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,8,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,9,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,10,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,11,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,12,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,13,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,14,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,15,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,16,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,17,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,18,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,19,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Native,oracle,20,5,0,0,0,0,results/cloudgpt/E2_DeepSeek_V3_2_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,1,5,0.7,0.820822758,0.3670830969,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,2,5,1.4,1.641645516,0.7341661937,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,3,5,2.1,2.462468274,1.101249291,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,4,5,2.8,3.283291032,1.468332387,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,5,5,3.5,4.10411379,1.835415484,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,6,5,4.2,4.924936548,2.202498581,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,7,5,4.9,5.745759306,2.569581678,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,8,5,5.6,6.566582064,2.936664775,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,9,5,6.3,7.387404822,3.303747872,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,10,5,7,8.20822758,3.670830969,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,11,5,7.7,9.029050338,4.037914065,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,12,5,8.4,9.849873096,4.404997162,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,13,5,9.1,10.67069585,4.772080259,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,14,5,9.8,11.49151861,5.139163356,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,15,5,10.5,12.31234137,5.506246453,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,16,5,11.2,13.13316413,5.87332955,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,17,5,11.9,13.95398689,6.240412647,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,18,5,12.6,14.77480964,6.607495743,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,19,5,13.3,15.5956324,6.97457884,0.7,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_greedy,20,5,14.02,16.39518222,7.332148389,0.72,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,1,5,0.19,0.1596871942,0.07141428429,0.19,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,2,5,0.482,0.2472245942,0.1105621997,0.292,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,3,5,0.742,0.5679084433,0.2539763769,0.26,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,4,5,0.886,0.7030504961,0.3144137402,0.144,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,5,5,1.068,0.928531098,0.4152517309,0.182,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,6,5,1.168,1.008126976,0.4508480897,0.1,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,7,5,1.312,1.178291136,0.5269478153,0.144,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,8,5,1.38,1.164302366,0.5206918474,0.068,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,9,5,1.598,1.318377791,0.5895964722,0.218,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,10,5,1.78,1.4689452,0.6569322644,0.182,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,11,5,1.82,1.485681662,0.6644170377,0.04,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,12,5,2.056,1.638438281,0.7327318746,0.236,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,13,5,2.274,1.757947667,0.7861780969,0.218,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,14,5,2.308,1.778741128,0.7954772153,0.034,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,15,5,2.6,2.118289404,0.9473278208,0.292,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,16,5,2.64,2.134338305,0.9545051074,0.04,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,17,5,2.68,2.151034635,0.9619719331,0.04,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,18,5,2.824,2.341768562,1.047270739,0.144,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,19,5,3.034,2.477979015,1.108185905,0.21,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,Prompted LLM,llm_belief,20,5,3.074,2.494129107,1.115408445,0.04,results/cloudgpt/E2_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,1,5,0.3,0.4168333,0.1864135188,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,2,5,0.6,0.8336666,0.3728270376,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,3,5,0.9,1.2504999,0.5592405565,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,4,5,1.2,1.6673332,0.7456540753,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,5,5,1.5,2.0841665,0.9320675941,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,6,5,1.8,2.5009998,1.118481113,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,7,5,2.1,2.9178331,1.304894632,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,8,5,2.4,3.3346664,1.491308151,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,9,5,2.7,3.7514997,1.677721669,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,10,5,3,4.168333,1.864135188,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,11,5,3.3,4.5851663,2.050548707,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,12,5,3.6,5.0019996,2.236962226,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,13,5,3.9,5.4188329,2.423375745,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,14,5,4.2,5.8356662,2.609789264,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,15,5,4.5,6.2524995,2.796202782,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,16,5,4.8,6.6693328,2.982616301,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,17,5,5.1,7.0861661,3.16902982,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,18,5,5.4,7.5029994,3.355443339,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,19,5,5.7,7.9198327,3.541856858,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom0,20,5,6,8.336666,3.728270376,0.3,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,1,5,1.202,0.4822032766,0.2156478611,1.202,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,2,5,1.88,0.3466987165,0.1550483795,0.678,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,3,5,2.652,0.6344052333,0.2837146454,0.772,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,4,5,3.524,0.959546768,0.4291223602,0.872,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,5,5,4.346,1.409336723,0.6302745434,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,6,5,5.168,1.898017387,0.8488191798,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,7,5,5.99,2.401967943,1.07419272,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,8,5,6.812,2.91327479,1.302856093,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,9,5,7.634,3.428648422,1.533338188,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,10,5,8.456,3.946495914,1.764926627,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,11,5,9.278,4.465956784,1.997236591,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,12,5,10.1,4.986526847,2.2300426,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,13,5,10.922,5.507891611,2.463204011,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,14,5,11.744,6.02984494,2.696628636,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,15,5,12.566,6.55224618,2.930253573,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,16,5,13.388,7.074996113,3.16403445,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,17,5,14.21,7.598022769,3.397939081,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,18,5,15.032,8.121272684,3.631943557,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,19,5,15.854,8.644705316,3.866029746,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom1,20,5,16.676,9.168289372,4.100183654,0.822,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,1,5,0.984,0.4719957627,0.2110829221,0.984,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,2,5,1.882,0.09934787366,0.04442971978,0.898,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,3,5,2.522,0.6247159354,0.2793814597,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,4,5,3.162,1.263317062,0.5649725657,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,5,5,3.802,1.904460554,0.8517006516,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,6,5,4.442,2.54622662,1.138707162,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,7,5,5.082,3.188239326,1.425823972,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,8,5,5.722,3.830374655,1.712995622,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,9,5,6.362,4.472579792,2.00019849,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,10,5,7.002,5.114828443,2.287420818,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,11,5,7.642,5.757106044,2.574656094,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,12,5,8.282,6.399403878,2.861900418,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,13,5,8.922,7.04171641,3.149151314,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,14,5,9.562,7.684039953,3.436407135,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,15,5,10.202,8.326371959,3.723666741,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,16,5,10.842,8.96871061,4.010929319,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,17,5,11.482,9.611054573,4.298194272,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,18,5,12.122,10.25340285,4.585461155,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,19,5,12.762,10.89575468,4.872729625,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_tom2,20,5,13.402,11.53810946,5.159999419,0.64,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_adaptive_ftl,1,5,0.284,0.3899102461,0.1743731631,0.284,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,DeepSeek-V3.2,External LLM,atom_adaptive_ftl,2,5,0.668,0.3396615963,0.1519012837,0.384,results/cloudgpt/E2_external_llm_baselines_DeepSeek_V3_2_c19_K20_s5.npz
