experiment,model,family,algorithm,episode_k,n_seeds,cumulative_regret_mean,cumulative_regret_std,cumulative_regret_sem,instant_regret_mean,source
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,joint_psrl,20,5,1.65,0.4514421336,0.2018910597,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,1,5,0.762,0.437344258,0.1955862981,0.762,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,2,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,3,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,4,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,5,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,6,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,7,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,8,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,9,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,10,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,11,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,12,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,13,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,14,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,15,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,16,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,17,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,18,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,19,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,map_greedy,20,5,0.762,0.437344258,0.1955862981,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,1,5,1.476,0.5572521871,0.2492107542,1.476,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,2,5,2.372,1.11815473,0.5000539971,0.896,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,3,5,3.288,0.9966544035,0.4457173993,0.916,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,4,5,4.474,1.382635165,0.6183332435,1.186,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,5,5,5.318,1.26404905,0.5652999204,0.844,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,6,5,6.318,1.411070516,0.6310499188,1,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,7,5,7.364,1.458605498,0.6523082094,1.046,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,8,5,8.37,1.532824191,0.6854998177,1.006,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,9,5,9.65,1.34009328,0.5993079342,1.28,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,10,5,10.226,0.9245701704,0.4134803502,0.576,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,11,5,11.23,1.020857483,0.4565413453,1.004,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,12,5,11.938,0.6562164277,0.2934689081,0.708,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,13,5,13.268,1.211660018,0.5418708333,1.33,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,14,5,14.286,1.704620192,0.7623293252,1.018,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,15,5,14.928,2.035686616,0.910386731,0.642,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,16,5,15.916,2.345555371,1.048964251,0.988,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,17,5,16.74,2.493872491,1.115293683,0.824,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,18,5,17.906,2.238633512,1.001147342,1.166,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,19,5,18.854,2.471088829,1.10510452,0.948,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,psrl_notype,20,5,19.506,2.918223775,1.305069347,0.652,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,1,5,0.99,1.17134538,0.5238415791,0.99,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,2,5,2.38,2.17605147,0.9731598019,1.39,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,3,5,3.37,3.325184205,1.487067584,0.99,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,4,5,4.442,4.481274372,2.004086824,1.072,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,5,5,5.432,5.630090585,2.517853054,0.99,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,6,5,6.362,6.668914454,2.982429211,0.93,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,7,5,7.352,7.829413771,3.501420283,0.99,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,8,5,8.342,8.992725949,4.021669305,0.99,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,9,5,9.244,10.13856893,4.534105866,0.902,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,10,5,10.234,11.3038834,5.05525034,0.99,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,11,5,11.346,12.34496173,5.520834719,1.112,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,12,5,12.336,13.51190327,6.042706844,0.99,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,13,5,13.386,14.61525504,6.536140757,1.05,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,14,5,14.376,15.78373625,7.058701439,0.99,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,15,5,15.366,16.95261278,7.581438914,0.99,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,16,5,16.356,18.12180813,8.104318972,0.99,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,17,5,17.302,18.61315986,8.324058145,0.946,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,18,5,18.264,19.70677117,8.813135991,0.962,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,19,5,19.368,20.02472397,8.955328805,1.104,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,iql,20,5,20.118,20.71343815,9.26333115,0.75,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,1,5,1.432,0.4896631495,0.2189840177,1.432,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,2,5,3.096,0.7093165725,0.3172160147,1.664,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,3,5,4.346,0.9713289865,0.4343915285,1.25,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,4,5,5.456,1.087418962,0.486308544,1.11,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,5,5,6.522,1.244194519,0.5564207041,1.066,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,6,5,7.896,1.441988211,0.6448767324,1.374,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,7,5,9.11,1.849432345,0.8270912888,1.214,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,8,5,10.486,1.882240686,0.8417636248,1.376,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,9,5,11.742,1.940791076,0.8679481551,1.256,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,10,5,13.208,2.42267827,1.08345466,1.466,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,11,5,14.504,2.504032747,1.119837488,1.296,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,12,5,15.942,2.793603408,1.249337424,1.438,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,13,5,17.188,3.156037072,1.411422687,1.246,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,14,5,18.156,3.490548667,1.56102082,0.968,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,15,5,19.432,3.74599386,1.675259383,1.276,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,16,5,21.054,4.200342843,1.878450425,1.622,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,17,5,22.276,4.478105626,2.002669718,1.222,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,18,5,23.612,4.675122458,2.090778324,1.336,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,19,5,24.982,4.79259533,2.143313789,1.37,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,random,20,5,26.54,5.046533464,2.256878375,1.558,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,1,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,2,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,3,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,4,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,5,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,6,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,7,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,8,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,9,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,10,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,11,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,12,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,13,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,14,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,15,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,16,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,17,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,18,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,19,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Native,oracle,20,5,0,0,0,0,results/cloudgpt/E2_Kimi_K2_6_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,1,5,0.974,0.3948797285,0.1765955832,0.974,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,2,5,1.584,0.7791533867,0.3484479875,0.61,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,3,5,2.496,1.173021739,0.5245912695,0.912,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,4,5,3.47,1.555586706,0.6956795239,0.974,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,5,5,4.444,1.943085176,0.8689741078,0.974,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,6,5,5.234,2.447555924,1.094580285,0.79,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,7,5,5.964,2.948903186,1.318789597,0.73,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,8,5,6.938,3.321004366,1.485198303,0.974,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,9,5,7.912,3.697833149,1.653721258,0.974,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,10,5,8.708,4.223454747,1.888786383,0.796,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,11,5,9.504,4.762135025,2.129691527,0.796,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,12,5,10.688,5.554193911,2.483911029,1.184,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,13,5,11.662,5.925231641,2.649844146,0.974,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,14,5,12.57,6.280648852,2.808791555,0.908,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,15,5,13.544,6.656979796,2.97709187,0.974,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,16,5,14.452,7.019848289,3.139371593,0.908,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,17,5,15.42,7.407722322,3.312834134,0.968,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,18,5,16.394,7.789250927,3.483458913,0.974,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,19,5,17.362,8.180230437,3.658310266,0.968,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_greedy,20,5,18.27,8.550605242,3.823946914,0.908,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,1,5,0.216,0.2868449058,0.1282809417,0.216,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,2,5,0.828,0.5599732136,0.2504276343,0.612,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,3,5,1.508,0.6261948579,0.2800428539,0.68,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,4,5,1.946,1.0317364,0.4614065453,0.438,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,5,5,2.502,1.352079879,0.6046685042,0.556,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,6,5,3.182,1.473268475,0.6588656919,0.68,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,7,5,3.738,1.810281746,0.8095826085,0.556,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,8,5,4.488,1.998967233,0.8939653237,0.75,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,9,5,5.168,2.134706069,0.9546695763,0.68,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,10,5,5.848,2.277009003,1.018309383,0.68,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,11,5,6.334,2.102933665,0.9404605255,0.486,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,12,5,6.89,2.43700636,1.089862377,0.556,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,13,5,7.446,2.777288246,1.242041062,0.556,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,14,5,8.126,2.914580587,1.303440064,0.68,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,15,5,8.806,3.056620683,1.366962326,0.68,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,16,5,9.486,3.20277692,1.432325382,0.68,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,17,5,10.176,3.370152816,1.507178158,0.69,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,18,5,10.856,3.523340744,1.575685882,0.68,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,19,5,11.218,3.521373312,1.57480602,0.362,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,Prompted LLM,llm_belief,20,5,11.784,3.727040381,1.666783129,0.566,results/cloudgpt/E2_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Kimi-K2.6,External LLM,atom_tom0,1,5,1.098,0.2001749235,0.08952094727,1.098,results/cloudgpt/E2_external_llm_baselines_Kimi_K2_6_c19_K20_s5.npz
