model,alpha,seed,algorithm,episode,instant_regret,cumulative_regret,chosen_action,oracle_action,chosen_welfare,oracle_welfare,posterior_true_mass,true_types
analytic-mixed,0.0,91001,joint_psrl_coupled,5,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.6958506249733871,2|0|3
analytic-mixed,0.0,91001,joint_psrl_coupled,6,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.7522879825388608,2|0|3
analytic-mixed,0.0,91001,joint_psrl_coupled,7,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.7966700796616274,2|0|3
analytic-mixed,0.0,91001,joint_psrl_coupled,8,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.8324100864363287,2|0|3
analytic-mixed,0.0,91001,joint_psrl_coupled,9,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.8616529660217696,2|0|3
analytic-mixed,0.0,91001,joint_psrl_coupled,10,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.8857992966921588,2|0|3
analytic-mixed,0.0,91001,psrl_notype,1,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.015625,2|0|3
analytic-mixed,0.0,91001,psrl_notype,2,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.015625,2|0|3
analytic-mixed,0.0,91001,psrl_notype,3,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.015625,2|0|3
analytic-mixed,0.0,91001,psrl_notype,4,0.03164100133172543,0.03164100133172543,99,124,1.6035628001388833,1.6352038014706087,0.015625,2|0|3
analytic-mixed,0.0,91001,psrl_notype,5,0.0,0.03164100133172543,124,124,1.6352038014706087,1.6352038014706087,0.015625,2|0|3
analytic-mixed,0.0,91001,psrl_notype,6,0.0,0.03164100133172543,124,124,1.6352038014706087,1.6352038014706087,0.015625,2|0|3
analytic-mixed,0.0,91001,psrl_notype,7,0.0,0.03164100133172543,124,124,1.6352038014706087,1.6352038014706087,0.015625,2|0|3
analytic-mixed,0.0,91001,psrl_notype,8,0.0,0.03164100133172543,124,124,1.6352038014706087,1.6352038014706087,0.015625,2|0|3
analytic-mixed,0.0,91001,psrl_notype,9,0.0,0.03164100133172543,124,124,1.6352038014706087,1.6352038014706087,0.015625,2|0|3
analytic-mixed,0.0,91001,psrl_notype,10,0.0,0.03164100133172543,124,124,1.6352038014706087,1.6352038014706087,0.015625,2|0|3
analytic-mixed,1.0,91000,pact_factored,1,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.5440410787963631,0|2|1
analytic-mixed,1.0,91000,pact_factored,2,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.6540031744813367,0|2|1
analytic-mixed,1.0,91000,pact_factored,3,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.7259842918475359,0|2|1
analytic-mixed,1.0,91000,pact_factored,4,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.7822334325582543,0|2|1
analytic-mixed,1.0,91000,pact_factored,5,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.8279507648398013,0|2|1
analytic-mixed,1.0,91000,pact_factored,6,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.8649628783213728,0|2|1
analytic-mixed,1.0,91000,pact_factored,7,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.8945009322069257,0|2|1
analytic-mixed,1.0,91000,pact_factored,8,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.9177588788067683,0|2|1
analytic-mixed,1.0,91000,pact_factored,9,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.9359004177100948,0|2|1
analytic-mixed,1.0,91000,pact_factored,10,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.9499777815002709,0|2|1
analytic-mixed,1.0,91000,joint_psrl_coupled,1,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.12097324422760923,0|2|1
