rho,g,n,m,K,lambda,seed,arm,cum_regret,corr_tv,unelicited_frac,realized_rule_corr,n_llm_calls,belief_entries,belief_bytes,beta,joint_prior,regret_source,harp_harp_s_action_mismatches,harp_harp_s_equal_regret_trace_despite_action_mismatch,joint_true_profile_monotonic,likelihood_mode
1.0,4,8,2,20,0.0,6,joint,0.39000000000000057,0.9999988555908204,0.5375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,3,False,True,deterministic-rule
1.0,4,8,2,20,0.0,6,harp,3.940000000000005,0.9999988555908204,0.5375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,3,False,True,deterministic-rule
1.0,4,8,2,20,0.0,6,harp_s,0.21999999999999886,0.9999988555908204,0.5375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,3,False,True,deterministic-rule
1.0,4,8,2,20,0.0,7,oracle,0.0,0.9999955177307129,0.63125,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,1,False,True,deterministic-rule
1.0,4,8,2,20,0.0,7,joint,11.020000000000003,0.9999955177307129,0.63125,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,1,False,True,deterministic-rule
1.0,4,8,2,20,0.0,7,harp,11.020000000000003,0.9999955177307129,0.63125,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,1,False,True,deterministic-rule
1.0,4,8,2,20,0.0,7,harp_s,3.0,0.9999955177307129,0.63125,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,1,False,True,deterministic-rule
1.0,4,8,2,20,0.0,8,oracle,0.0,0.9999986886978149,0.6125,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,1,False,True,deterministic-rule
1.0,4,8,2,20,0.0,8,joint,3.0,0.9999986886978149,0.6125,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,1,False,True,deterministic-rule
1.0,4,8,2,20,0.0,8,harp,1.5,0.9999986886978149,0.6125,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,1,False,True,deterministic-rule
1.0,4,8,2,20,0.0,8,harp_s,3.0,0.9999986886978149,0.6125,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,1,False,True,deterministic-rule
1.0,4,8,2,20,0.0,9,oracle,0.0,0.9999919086694717,0.75,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,4,True,True,deterministic-rule
1.0,4,8,2,20,0.0,9,joint,0.0,0.9999919086694717,0.75,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,4,True,True,deterministic-rule
1.0,4,8,2,20,0.0,9,harp,0.0,0.9999919086694717,0.75,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,4,True,True,deterministic-rule
1.0,4,8,2,20,0.0,9,harp_s,0.0,0.9999919086694717,0.75,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,4,True,True,deterministic-rule
1.0,4,8,2,20,0.0,10,oracle,0.0,0.9999866724014282,0.5375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,3,True,True,deterministic-rule
1.0,4,8,2,20,0.0,10,joint,0.0,0.9999866724014282,0.5375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,3,True,True,deterministic-rule
1.0,4,8,2,20,0.0,10,harp,0.0,0.9999866724014282,0.5375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,3,True,True,deterministic-rule
1.0,4,8,2,20,0.0,10,harp_s,0.0,0.9999866724014282,0.5375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,3,True,True,deterministic-rule
1.0,4,8,2,20,0.0,11,oracle,0.0,0.9999738216400147,0.4375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,1,False,True,deterministic-rule
1.0,4,8,2,20,0.0,11,joint,0.44000000000000483,0.9999738216400147,0.4375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,1,False,True,deterministic-rule
1.0,4,8,2,20,0.0,11,harp,0.44000000000000483,0.9999738216400147,0.4375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,1,False,True,deterministic-rule
1.0,4,8,2,20,0.0,11,harp_s,0.0,0.9999738216400147,0.4375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,1,False,True,deterministic-rule
1.0,4,8,2,20,0.0,12,oracle,0.0,0.9999940156936645,0.3875,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,4,False,True,deterministic-rule
1.0,4,8,2,20,0.0,12,joint,1.5,0.9999940156936645,0.3875,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,4,False,True,deterministic-rule
1.0,4,8,2,20,0.0,12,harp,3.1799999999999997,0.9999940156936645,0.3875,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,4,False,True,deterministic-rule
1.0,4,8,2,20,0.0,12,harp_s,1.5,0.9999940156936645,0.3875,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,4,False,True,deterministic-rule
1.0,4,8,2,20,0.0,13,oracle,0.0,0.999990177154541,0.55625,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,4,False,True,deterministic-rule
1.0,4,8,2,20,0.0,13,joint,15.800000000000004,0.999990177154541,0.55625,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,4,False,True,deterministic-rule
1.0,4,8,2,20,0.0,13,harp,17.939999999999998,0.999990177154541,0.55625,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,4,False,True,deterministic-rule
1.0,4,8,2,20,0.0,13,harp_s,10.100000000000001,0.999990177154541,0.55625,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,4,False,True,deterministic-rule
1.0,4,8,2,20,0.0,14,oracle,0.0,0.9999843567609787,0.575,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,5,True,True,deterministic-rule
1.0,4,8,2,20,0.0,14,joint,0.0,0.9999843567609787,0.575,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,5,True,True,deterministic-rule
1.0,4,8,2,20,0.0,14,harp,0.0,0.9999843567609787,0.575,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,5,True,True,deterministic-rule
1.0,4,8,2,20,0.0,14,harp_s,0.0,0.9999843567609787,0.575,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,5,True,True,deterministic-rule
1.0,4,8,2,20,0.0,15,oracle,0.0,0.9999945372343063,0.44375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,6,False,True,deterministic-rule
1.0,4,8,2,20,0.0,15,joint,1.8800000000000026,0.9999945372343063,0.44375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,6,False,True,deterministic-rule
1.0,4,8,2,20,0.0,15,harp,2.509999999999998,0.9999945372343063,0.44375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,6,False,True,deterministic-rule
1.0,4,8,2,20,0.0,15,harp_s,0.0,0.9999945372343063,0.44375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,6,False,True,deterministic-rule
1.0,4,8,2,20,0.0,16,oracle,0.0,0.9999249428510666,0.425,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,2,False,True,deterministic-rule
1.0,4,8,2,20,0.0,16,joint,7.460000000000001,0.9999249428510666,0.425,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,2,False,True,deterministic-rule
1.0,4,8,2,20,0.0,16,harp,7.52000000000001,0.9999249428510666,0.425,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,2,False,True,deterministic-rule
1.0,4,8,2,20,0.0,16,harp_s,3.759999999999998,0.9999249428510666,0.425,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,2,False,True,deterministic-rule
1.0,4,8,2,20,0.0,17,oracle,0.0,0.9998162746429443,0.44375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,6,False,True,deterministic-rule
1.0,4,8,2,20,0.0,17,joint,1.5,0.9998162746429443,0.44375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,6,False,True,deterministic-rule
1.0,4,8,2,20,0.0,17,harp,2.059999999999999,0.9998162746429443,0.44375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,6,False,True,deterministic-rule
1.0,4,8,2,20,0.0,17,harp_s,0.0,0.9998162746429443,0.44375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,6,False,True,deterministic-rule
1.0,4,8,2,20,0.0,18,oracle,0.0,0.9999970406293869,0.7125,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,6,False,True,deterministic-rule
1.0,4,8,2,20,0.0,18,joint,1.5,0.9999970406293869,0.7125,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,6,False,True,deterministic-rule
1.0,4,8,2,20,0.0,18,harp,1.5,0.9999970406293869,0.7125,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,6,False,True,deterministic-rule
1.0,4,8,2,20,0.0,18,harp_s,1.5,0.9999970406293869,0.7125,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,6,False,True,deterministic-rule
1.0,4,8,2,20,0.0,19,oracle,0.0,0.9999970197677612,0.4375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,4,False,True,deterministic-rule
1.0,4,8,2,20,0.0,19,joint,7.460000000000001,0.9999970197677612,0.4375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,4,False,True,deterministic-rule
1.0,4,8,2,20,0.0,19,harp,4.48,0.9999970197677612,0.4375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,4,False,True,deterministic-rule
1.0,4,8,2,20,0.0,19,harp_s,2.980000000000004,0.9999970197677612,0.4375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,4,False,True,deterministic-rule
